steps,epi,revenue,cost_total,cost_heat,cost_co2,cost_elec,fruit_dm_growth,energy_heat_kwh_m2,energy_elec_kwh_m2,co2_kg_m2,t_in_in_corridor_pct,t_in_violation_steps,t_in_violation_area,co2_in_corridor_pct,co2_violation_steps,co2_violation_area,rh_in_corridor_pct,rh_violation_steps,rh_violation_area,violation_steps_total,boiler_sum,lamp_sum,co2_injection_sum,vent_sum,solver_failures,method,seed,secs
5760,5.95143123594485,13.662119520770379,7.71068828482553,5.258554740561559,2.452012930702122,0.00012061356185004115,555023.6055312967,58.42838600623955,0.00040204520616680386,8.17337643567374,63.81944444444444,2084,2583.8614587783813,100.0,0,0.0,70.34722222222223,1708,3590.982955932617,3792,1797.7964923903496,0.013863627887726708,1816.3058749822585,1547.5144649666254,0,sindy_mpc,8,199.6
5760,3.915596402830616,12.750234096740822,8.83463769391021,4.955043709394762,3.59191075715714,0.28768322735830704,517978.260180096,55.05604121549736,0.9589440911943569,11.973035857190467,62.18749999999999,2178,2592.666494369507,90.69444444444444,536,570919.2346191406,66.47569444444444,1931,3548.2991905212402,4645,1694.0320374327976,33.067037640457045,2660.6746352883574,1508.313878405572,0,grey_box_mpc,8,161.3
