block,condition,seed,draw,test_year,threshold,r_dist_err,r_std_err,auc_dist,auc_std,n_steps,regen_id,config_hash,git_sha,image,steps,epi,revenue,cost_total,cost_heat,cost_co2,cost_elec,fruit_dm_growth,energy_heat_kwh_m2,energy_elec_kwh_m2,co2_kg_m2,t_in_in_corridor_pct,t_in_violation_steps,t_in_violation_area,co2_in_corridor_pct,co2_violation_steps,co2_violation_area,rh_in_corridor_pct,rh_violation_steps,rh_violation_area,violation_steps_total,boiler_sum,lamp_sum,co2_injection_sum,vent_sum,solver_failures,steps_expected,season_fraction,truncated,solver_aborted,stop_reason,guard_activations,secs
signal,mahalanobis,4,0,2021,2.8595478900837885,0.21356172435293744,0.07665998721052951,0.6724497958068042,0.5949578751045084,5759.0,regen-v2,637c6b535a9e,f8f1aef,local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
guard,plain,4,0,2021,2.8595478900837885,,,,,,regen-v2,637c6b535a9e,f8f1aef,local,5760.0,-2.293439946013004,7.257133369815402,9.550573315828405,7.548120582627677,1.8759277954212727,0.12652493777945636,294821.04314875073,83.86800647364086,0.4217497925981879,6.253092651404243,57.41319444444445,2453.0,3117.1328835487366,99.47916666666666,30.0,40213.2294921875,74.77430555555556,1453.0,1854.4689865112305,3936.0,2580.5540438975722,14.543096324005614,1389.576144415652,1536.920906308592,0.0,5760.0,1.0,False,False,complete,-1.0,86.9
guard,guarded,4,0,2021,2.8595478900837885,,,,,,regen-v2,637c6b535a9e,f8f1aef,local,5760.0,-2.0641348121036165,7.386408945910969,9.450543758014586,7.423812929417127,1.7551870114163184,0.2715438171811402,300072.8634276331,82.48681032685697,0.9051460572704673,5.850623371387728,56.18055555555556,2524.0,5315.2149777412415,99.72222222222223,16.0,4343.48583984375,62.326388888888886,2170.0,6760.859851837158,4710.0,2538.0557031107446,31.211933013808967,1300.1385269843163,1479.9817305069096,0.0,5760.0,1.0,False,False,complete,-1.0,86.8
signal,mahalanobis,4,0,2022,2.8595478900837885,0.21759505692880593,0.13028463433719845,0.6894724272193282,0.6081081714794092,5759.0,regen-v2,637c6b535a9e,f8f1aef,local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
guard,plain,4,0,2022,2.8595478900837885,,,,,,regen-v2,637c6b535a9e,f8f1aef,local,5760.0,-0.206669605821572,8.597712075527209,8.804381681348781,6.692393218922351,2.091839674547323,0.020148787879105658,349282.05306829285,74.35992465469279,0.06716262626368553,6.972798915157744,64.58333333333334,2040.0,2582.0253896713257,100.0,0.0,0.0,79.44444444444444,1184.0,1362.4575958251953,3224.0,2287.997682300891,2.315952632434869,1549.5108697228038,1510.6554447139038,0.0,5760.0,1.0,False,False,complete,-1.0,90.2
guard,guarded,4,0,2022,2.8595478900837885,,,,,,regen-v2,637c6b535a9e,f8f1aef,local,5330.0,-0.4917496322248535,8.121287509697353,8.613037141922206,6.6707503269403725,1.80940813420028,0.1328786807815544,329927.305081455,74.11944807711525,0.4429289359385147,6.031360447334267,61.407129455909946,2057.0,5219.959351062775,99.45590994371483,29.0,5346.6572265625,72.77673545966229,1451.0,4479.653251647949,3537.0,2280.598402105877,15.273411534795596,1340.302322258903,1252.266372861703,0.0,5760.0,0.9253,True,False,env_terminated,-1.0,79.4
signal,mahalanobis,4,0,2023,2.8595478900837885,0.12358159772398808,0.14956160241724362,0.6152800555233991,0.6356498006302655,5759.0,regen-v2,637c6b535a9e,f8f1aef,local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
guard,plain,4,0,2023,2.8595478900837885,,,,,,regen-v2,637c6b535a9e,f8f1aef,local,5760.0,4.215350754986553,12.43134969666603,8.215998941679477,5.773600096106464,2.4423988455730123,0.0,505023.5814270575,64.15111217896072,0.0,8.141329485243375,57.51736111111111,2447.0,2746.5766382217407,100.0,0.0,0.0,70.95486111111111,1673.0,2089.2040367126465,4120.0,1973.8803730287705,0.0,1809.1843300817723,1878.2627008294753,0.0,5760.0,1.0,False,False,complete,-1.0,99.6
guard,guarded,4,0,2023,2.8595478900837885,,,,,,regen-v2,637c6b535a9e,f8f1aef,local,5760.0,3.444023274431778,11.883262507770493,8.439239233338718,5.78465695059857,2.480582282740147,0.174,482757.5393781763,64.27396611776189,0.58,8.268607609133824,55.208333333333336,2580.0,3788.179835796356,100.0,0.0,0.0,67.13541666666667,1893.0,4053.475887298584,4473.0,1977.6604958295718,20.0,1837.4683571459232,1829.2857282797304,0.0,5760.0,1.0,False,False,complete,-1.0,98.4
signal,mahalanobis,4,1,2021,2.8595478900837885,0.21185194008832056,0.18622707284392648,0.6758945510965335,0.6682466852101957,5759.0,regen-v2,637c6b535a9e,f8f1aef,local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
