steps,epi,revenue,cost_total,cost_heat,cost_co2,cost_elec,fruit_dm_growth,energy_heat_kwh_m2,energy_elec_kwh_m2,co2_kg_m2,t_in_in_corridor_pct,t_in_violation_steps,t_in_violation_area,co2_in_corridor_pct,co2_violation_steps,co2_violation_area,rh_in_corridor_pct,rh_violation_steps,rh_violation_area,violation_steps_total,boiler_sum,lamp_sum,co2_injection_sum,vent_sum,solver_failures,steps_expected,season_fraction,truncated,solver_aborted,stop_reason,block,condition,mode,seed,draw,test_year,secs,regen_id,config_hash,git_sha,image
5760,-3.022623255216269,7.978662345402787,11.001285600619058,6.129154947052582,1.7818546509611621,3.090276002605313,324133.15778198827,68.10172163391758,10.300920008684377,5.939515503203874,52.135416666666664,2757,4413.030099153519,99.30555555555556,40,28204.345092773438,53.923611111111114,2654,5920.211486816406,5451,2095.43758777914,355.20413811515147,1319.8923337641731,1357.3052596134535,0,5760,1.0,False,False,complete,adapt,static,static,10,0,2021,93.5,regen-v2,637c6b535a9e,f8f1aef,local
5760,-2.2458402856411444,3.970305189660902,6.2161454753020475,0.5032657230856362,1.9772842815100145,3.7355954707063956,161293.64832997415,5.591841367618181,12.451984902354653,6.5909476050333815,20.15625,4599,25058.65874528885,81.99652777777777,1037,1051545.9637451172,20.90277777777778,4556,34740.45370101929,10192,172.05665745368742,429.3787898606798,1464.655022942035,1182.6270416906273,0,5760,1.0,False,False,complete,adapt,dagger,dagger,10,0,2021,130.0,regen-v2,637c6b535a9e,f8f1aef,local
5760,-2.6051569053775085,11.130958489305556,13.736115394683065,7.351378349727675,5.058158047112983,1.3265789978424078,452195.1886280383,81.68198166364084,4.4219299928080265,16.860526823709943,90.74652777777777,533,384.590744972229,58.420138888888886,2395,6238842.153930664,42.326388888888886,3322,4684.576560974121,6250,2513.291745009121,152.4803446929756,3746.7837369569033,804.9010193388942,0,5760,1.0,False,False,complete,adapt,ekf,ekf,10,0,2021,92.2,regen-v2,637c6b535a9e,f8f1aef,local
5760,-2.58408549931282,10.265568000527653,12.849653499840475,5.08215320100768,2.1596899208214726,5.60781037801132,417038.7000214359,56.46836890008533,18.692701260037733,7.198966402738242,53.66319444444444,2669,5187.616180419922,95.88541666666667,237,165572.9063720703,62.69097222222222,2149,4254.603355407715,5055,1737.488274843405,644.5759055850043,1599.770311561036,1311.3975629664053,0,5760,1.0,False,False,complete,adapt,static,static,10,0,2022,95.0,regen-v2,637c6b535a9e,f8f1aef,local
5760,-3.7369724621309013,6.680206447939207,10.417178910070108,0.5973966140887002,2.3344950868620513,7.485287209119356,271383.38694753026,6.637740156541113,24.950957363731188,7.781650289540171,29.40972222222222,4066,21949.303559064865,83.03819444444444,977,1138073.2198486328,33.4375,3834,25935.958366394043,8877,204.2381587181701,860.3778404680884,1729.2556190793343,1151.7810884918756,0,5760,1.0,False,False,complete,adapt,dagger,dagger,10,0,2022,117.0,regen-v2,637c6b535a9e,f8f1aef,local
5760,-0.46713831212522705,9.46937259363389,9.936510905759118,6.393893303811318,2.962269954559848,0.5803476473879529,384693.2616163768,71.04325893123686,1.9344921579598429,9.874233181866162,82.10069444444444,1031,1058.781177520752,80.19097222222223,1141,1288374.3585205078,65.79861111111111,1970,1904.8973770141602,4142,2185.9464297425834,66.70662619899744,2194.2740402333156,870.6876329348238,0,5760,1.0,False,False,complete,adapt,ekf,ekf,10,0,2022,92.5,regen-v2,637c6b535a9e,f8f1aef,local
5760,-1.3881009711767744,8.72381386098122,10.111914832157996,4.952761800336809,2.2592874867111483,2.8998655451100372,354404.9381023621,55.03068667040899,9.666218483700124,7.530958289037161,51.28472222222222,2806,3581.6865615844727,100.0,0,0.0,51.44097222222223,2797,4842.960868835449,5603,1693.251899037832,333.3178786692886,1673.546287463244,1693.1912044550552,0,5760,1.0,False,False,complete,adapt,static,static,10,0,2023,88.1,regen-v2,637c6b535a9e,f8f1aef,local
5760,-0.4609029665878398,5.203449602307655,5.664352568895495,0.1580393195969984,2.244179069459482,3.2621341798390144,211390.14009374852,1.755992439966649,10.873780599463382,7.480596898198274,27.725694444444443,4163,18126.510551452637,95.26041666666667,273,247662.3563232422,28.142361111111114,4139,31469.638111114502,8575,54.03053666577613,374.9579516129567,1662.3548652741265,1552.5326803657686,0,5760,1.0,False,False,complete,adapt,dagger,dagger,10,0,2023,104.1,regen-v2,637c6b535a9e,f8f1aef,local
5320,-4.757077845170414,3.585795112054284,8.342872957224698,5.5827264344343,2.584167098675596,0.1759794241148019,145672.9264272053,62.03029371593667,0.586598080382673,8.613890328918654,97.23684210526315,147,203.7949800491333,73.19548872180451,1426,2446562.3911132812,51.07142857142857,2603,4682.265434265137,4176,1908.6244225907121,20.227520010136253,1914.1978509508904,456.45633790483726,0,5760,0.9236,True,False,env_terminated,adapt,ekf,ekf,10,0,2023,86.0,regen-v2,637c6b535a9e,f8f1aef,local
5760,-3.020924920753246,7.973502097130764,10.99442701788401,6.157353477089675,1.7870642483710208,3.050009292423314,323923.5226959373,68.41503863432972,10.166697641411048,5.956880827903403,52.552083333333336,2733,4368.180339574814,99.21875,45,29488.792358398438,54.61805555555556,2614,5857.782562255859,5392,2105.0781124807827,350.57578066977334,1323.7512952563513,1358.624826795631,0,5760,1.0,False,False,complete,adapt,static,static,10,1,2021,81.6,regen-v2,637c6b535a9e,f8f1aef,local
