steps,epi,revenue,cost_total,cost_heat,cost_co2,cost_elec,fruit_dm_growth,energy_heat_kwh_m2,energy_elec_kwh_m2,co2_kg_m2,t_in_in_corridor_pct,t_in_violation_steps,t_in_violation_area,co2_in_corridor_pct,co2_violation_steps,co2_violation_area,rh_in_corridor_pct,rh_violation_steps,rh_violation_area,violation_steps_total,boiler_sum,lamp_sum,co2_injection_sum,vent_sum,solver_failures,steps_expected,season_fraction,truncated,solver_aborted,stop_reason,block,condition,mode,seed,draw,test_year,secs,regen_id,config_hash,git_sha,image
5760,-6.961375565987214,7.73053020028877,14.691905766275985,5.401816653724213,5.171157707208309,4.118931405343463,314052.7893867313,60.020185041380145,13.729771351144876,17.23719235736103,54.13194444444444,2642,4243.197280883789,49.02777777777778,2936,6228274.406494141,32.170138888888886,3907,10662.20189666748,9485,1846.7749250152046,473.44039144313075,3830.487190344895,1254.5434302669019,0,5760,1.0,False,False,complete,adapt,static,static,18,0,2021,96.5,regen-v2,637c6b535a9e,f8f1aef,local
5760,-1.8305336507799035,7.92494023864961,9.755473889429513,7.019916095288041,2.1063273749544615,0.6292304191870115,321950.6971951404,77.99906772542268,2.097434730623372,7.021091249848205,74.75694444444444,1454,959.4700632095337,100.0,0,0.0,54.670138888888886,2611,5292.170211791992,4065,2399.9713134959766,72.32533563805164,1560.242499748642,1139.4504418948457,0,5760,1.0,False,False,complete,adapt,dagger,dagger,18,0,2021,91.1,regen-v2,637c6b535a9e,f8f1aef,local
5760,-1.0582801825735553,9.72838819688219,10.786668379455744,7.39193043671008,2.256466036441596,1.1382719063040665,395215.7704983389,82.13256040788978,3.794239687680222,7.5215534548053204,91.49305555555556,490,320.6914825439453,91.68402777777777,479,861356.0998535156,38.55902777777778,3539,5171.720893859863,4508,2527.1557052723338,130.83585141721102,1671.456323012261,986.0546667457497,0,5760,1.0,False,False,complete,adapt,ekf,ekf,18,0,2021,90.0,regen-v2,637c6b535a9e,f8f1aef,local
5760,-7.734894945175556,8.933671950917184,16.66856689609274,3.900785323867309,5.0785028997849615,7.689278672440469,362930.4230060106,43.34205915408121,25.630928908134898,16.928342999283206,54.72222222222223,2608,5418.921193122864,56.770833333333336,2490,9080651.28137207,43.697916666666664,3243,11789.943572998047,8341,1333.6018196854989,883.825135019236,3761.853999647469,1262.2891058112536,0,5760,1.0,False,False,complete,adapt,static,static,18,0,2022,94.5,regen-v2,637c6b535a9e,f8f1aef,local
5760,5.931700477165576,15.295804154138,9.364103676972423,6.114077651833309,2.5353197566579775,0.714706268481137,621392.0437618563,67.93419613148122,2.382354228270457,8.451065855526592,84.16666666666667,912,583.9422597885132,100.0,0,0.0,57.69097222222223,2437,4626.640968322754,3349,2090.282958125352,82.15014578815385,1878.0146347055447,1172.6789904635818,0,5760,1.0,False,False,complete,adapt,dagger,dagger,18,0,2022,99.8,regen-v2,637c6b535a9e,f8f1aef,local
4458,-1.3827424054257789,6.901364376540933,8.28410678196671,5.985518424380965,2.124641032326339,0.17394732525940645,280367.92779697536,66.50576027089961,0.5798244175313548,7.08213677442113,81.628532974428,819,542.5355014801025,79.16105877074922,929,703858.7349853516,63.10004486316734,1645,1718.6395568847656,3393,2046.3310868770336,19.993945424764604,1573.8081707994734,597.4889251100063,0,5760,0.774,True,False,env_terminated,adapt,ekf,ekf,18,0,2022,72.1,regen-v2,637c6b535a9e,f8f1aef,local
5760,1.9419426923136562,13.11172893631053,11.169786243996873,4.752964153710195,5.627689634043299,0.7891324562433806,532663.9880376153,52.81071281900217,2.6304415208112686,18.758965446810997,58.55902777777777,2387,2630.141574859619,69.0625,1782,1827843.0631103516,45.50347222222222,3139,6500.362525939941,7308,1624.9450097339081,90.70487998975,4168.658989139544,1668.9241548700784,0,5760,1.0,False,False,complete,adapt,static,static,18,0,2023,96.4,regen-v2,637c6b535a9e,f8f1aef,local
5760,4.555566421613059,13.077088041029853,8.521521619416795,5.4327826878093415,2.9787467632356237,0.10999216837182883,531256.7016668378,60.36425208677046,0.36664056123942945,9.929155877452079,80.81597222222221,1105,713.3463287353516,100.0,0,0.0,46.05902777777778,3107,6035.586086273193,4212,1857.3616031135225,12.642778006804539,2206.479084286229,1516.5786427284268,0,5760,1.0,False,False,complete,adapt,dagger,dagger,18,0,2023,96.7,regen-v2,637c6b535a9e,f8f1aef,local
5760,-2.2469647331746017,7.276881142173734,9.523845875348337,5.948368555295952,2.2538023529642395,1.3216749670881458,295623.296400808,66.0929839477328,4.405583223627153,7.5126745098807985,98.00347222222221,115,106.1452407836914,90.50347222222223,547,1110837.247680664,31.579861111111114,3941,8130.405822753906,4603,2033.6302750773636,151.91666297357358,1669.4832247781826,609.0717664034585,0,5760,1.0,False,False,complete,adapt,ekf,ekf,18,0,2023,90.0,regen-v2,637c6b535a9e,f8f1aef,local
5760,-6.738440208669232,7.716028146059145,14.454468354728377,5.367162204908945,5.0152478793412225,4.07205827047821,313463.64343365276,59.6351356100994,13.5735275682607,16.71749293113741,53.489583333333336,2679,4312.253139972687,50.29513888888889,2863,5764997.079223633,31.805555555555554,3928,10744.880920410156,9470,1834.9272496548751,468.0526749016669,3714.9984290475377,1249.1767713376446,0,5760,1.0,False,False,complete,adapt,static,static,18,1,2021,89.7,regen-v2,637c6b535a9e,f8f1aef,local
