steps,epi,revenue,cost_total,cost_heat,cost_co2,cost_elec,fruit_dm_growth,energy_heat_kwh_m2,energy_elec_kwh_m2,co2_kg_m2,t_in_in_corridor_pct,t_in_violation_steps,t_in_violation_area,co2_in_corridor_pct,co2_violation_steps,co2_violation_area,rh_in_corridor_pct,rh_violation_steps,rh_violation_area,violation_steps_total,boiler_sum,lamp_sum,co2_injection_sum,vent_sum,solver_failures,steps_expected,season_fraction,truncated,solver_aborted,stop_reason,block,condition,mode,seed,draw,test_year,secs,regen_id,config_hash,git_sha,image
5760,-3.7261906092506694,8.09958194454164,11.825772553792309,6.31336646769747,1.942891052832537,3.5695150332623022,329045.51649700414,70.14851630774967,11.898383444207674,6.47630350944179,56.267361111111114,2519,3896.583962917328,99.60069444444444,23,6814.82080078125,54.40972222222222,2626,5526.840805053711,5168,2158.4158857257326,410.28908443197224,1439.1785583904377,1373.4057838548551,0,5760,1.0,False,False,complete,adapt,static,static,12,0,2021,91.1,regen-v2,637c6b535a9e,f8f1aef,local
5760,-3.9352937103417274,8.198589587370822,12.13388329771255,6.91175004965648,1.713550334372636,3.508582913683435,333067.7019869397,76.7972227739609,11.695276378944783,5.711834447908787,67.20486111111111,1889,1450.6793661117554,99.58333333333333,24,7364.7657470703125,55.79861111111111,2546,4599.491722106934,4459,2362.9914706772706,403.2853925330974,1269.2965439214158,1368.3047284292925,0,5760,1.0,False,False,complete,adapt,dagger,dagger,12,0,2021,92.5,regen-v2,637c6b535a9e,f8f1aef,local
5219,-8.77925256064184,4.162597047324946,12.941849607966786,6.174876459475712,5.546428173735302,1.2205449747557726,169105.50504757592,68.60973843861902,4.068483249185909,18.48809391245101,89.72983330139873,536,422.0197801589966,21.61333588810117,4091,14590536.080322266,62.406591301015524,1962,2221.4165267944336,6589,2111.068876619426,140.29252601863686,4108.465312419346,677.6106927262114,0,5760,0.9061,True,False,env_terminated,adapt,ekf,ekf,12,0,2021,81.9,regen-v2,637c6b535a9e,f8f1aef,local
5760,-3.296334308001506,10.400827696765939,13.697162004767446,5.233334116488949,2.4562435529136275,6.007584335364867,422533.6251811163,58.14815684987722,20.02528111788289,8.187478509712092,55.97222222222222,2536,4780.076910495758,97.04861111111111,170,126791.20666503906,63.35069444444444,2111,3961.405471801758,4817,1789.1740565447974,690.5269349659161,1819.4396686452355,1332.8353673302056,0,5760,1.0,False,False,complete,adapt,static,static,12,0,2022,92.8,regen-v2,637c6b535a9e,f8f1aef,local
5760,0.3107205396928076,15.535731550035692,15.225011010342882,5.8723369107264265,2.075610380649959,7.277063718966499,631139.0942202,65.2481878969603,24.256879063221664,6.918701268833196,77.67361111111111,1286,1215.430414199829,100.0,0,0.0,61.77083333333333,2202,3921.770004272461,3488,2007.6365507782798,836.4441055337105,1537.48917110617,1360.3630896233449,0,5760,1.0,False,False,complete,adapt,dagger,dagger,12,0,2022,98.6,regen-v2,637c6b535a9e,f8f1aef,local
5760,3.5401335167049743,12.505089183129488,8.964955666424514,7.073817824068104,1.5708062209824365,0.3203316213739733,508019.24806463544,78.59797582297894,1.0677720712465777,5.236020736608122,83.48958333333333,951,807.7367467880249,92.46527777777777,434,704866.4453125,52.604166666666664,2730,4252.139686584473,4115,2418.3992565484223,36.81972663163224,1163.5601630020321,1064.146213598381,0,5760,1.0,False,False,complete,adapt,ekf,ekf,12,0,2022,89.5,regen-v2,637c6b535a9e,f8f1aef,local
5760,-2.8614957482819268,8.393761218127556,11.255256966409483,5.110554711166907,2.638390757733081,3.5063114975094947,340996.549486432,56.78394123518786,11.687704991698316,8.79463585911027,55.729166666666664,2550,3000.674994468689,100.0,0,0.0,53.09027777777777,2702,4586.104995727539,5252,1747.1981925706527,403.02431001586393,1954.3635237324881,1708.3239011254911,0,5760,1.0,False,False,complete,adapt,static,static,12,0,2023,86.3,regen-v2,637c6b535a9e,f8f1aef,local
5760,0.029066319425792186,10.574052170496486,10.544985851070695,5.479652757937231,2.1995198218183223,2.86581327131514,429570.8694264197,60.885030643747015,9.5527109043838,7.331732739394408,72.43055555555556,1588,1257.3679761886597,100.0,0,0.0,50.69444444444444,2840,4324.791046142578,4428,1873.3855584508726,329.4038242708672,1629.2739418331273,1770.7618164560845,0,5760,1.0,False,False,complete,adapt,dagger,dagger,12,0,2023,87.5,regen-v2,637c6b535a9e,f8f1aef,local
5321,-5.018676816390595,3.085913683191657,8.104590499582253,5.606245789176798,2.288780149185178,0.20956456122027717,125365.24337966109,62.2916198797422,0.6985485374009239,7.629267163950594,96.84269874083819,168,223.4444398880005,74.87314414583724,1337,2347047.4189453125,55.76019545198271,2354,3660.4126319885254,3859,1916.6652273971283,24.087880584869527,1695.3927025541534,469.13255855029854,0,5760,0.9238,True,False,env_terminated,adapt,ekf,ekf,12,0,2023,86.7,regen-v2,637c6b535a9e,f8f1aef,local
5760,-3.4012036253312417,7.969157858105197,11.370361483436438,6.2334184902760885,1.9825506023332418,3.1543923908271085,323747.03798552364,69.26020544751209,10.51464130275703,6.6085020077774725,54.61805555555556,2614,4212.359366893768,99.51388888888889,28,11189.34375,53.298611111111114,2690,5614.448348999023,5332,2131.083244402723,362.57383798898417,1468.556002213565,1380.9157113836352,0,5760,1.0,False,False,complete,adapt,static,static,12,1,2021,87.6,regen-v2,637c6b535a9e,f8f1aef,local
