block,condition,seed,draw,test_year,threshold,r_dist_err,r_std_err,auc_dist,auc_std,n_steps,regen_id,config_hash,git_sha,image,steps,epi,revenue,cost_total,cost_heat,cost_co2,cost_elec,fruit_dm_growth,energy_heat_kwh_m2,energy_elec_kwh_m2,co2_kg_m2,t_in_in_corridor_pct,t_in_violation_steps,t_in_violation_area,co2_in_corridor_pct,co2_violation_steps,co2_violation_area,rh_in_corridor_pct,rh_violation_steps,rh_violation_area,violation_steps_total,boiler_sum,lamp_sum,co2_injection_sum,vent_sum,solver_failures,steps_expected,season_fraction,truncated,solver_aborted,stop_reason,guard_activations,secs
signal,mahalanobis,15,0,2021,2.8595478900837885,0.18443255245835538,0.02272062677290281,0.673936359787339,0.585183331725513,5759.0,regen-v2,637c6b535a9e,f8f1aef,local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
guard,plain,15,0,2021,2.8595478900837885,,,,,,regen-v2,637c6b535a9e,f8f1aef,local,5760.0,-4.143637755275565,7.683932417714281,11.827570172989844,5.906299073638364,3.821873344945957,2.099397754405524,312159.75446964265,65.62554526264849,6.99799251468508,12.739577816486525,53.697916666666664,2667.0,4182.127165079117,65.57291666666667,1983.0,1882608.307067871,35.64236111111111,3707.0,6853.499282836914,8357.0,2019.2475460393102,241.3100865534999,2831.0172934057778,1324.4177968778424,0.0,5760.0,1.0,False,False,complete,-1.0,96.7
guard,guarded,15,0,2021,2.8595478900837885,,,,,,regen-v2,637c6b535a9e,f8f1aef,local,5760.0,-2.8366624092991097,7.461933629095007,10.298596038394116,5.699794874661244,3.766935018632952,0.8318661450999215,303141.05368198466,63.33105416290271,2.7728871503330716,12.55645006210984,51.02430555555556,2821.0,6101.580887794495,60.88541666666667,2253.0,1953652.7489013672,37.43055555555556,3604.0,11850.759937286377,8678.0,1948.6478203189652,95.61679831775464,2790.3222362198894,1185.0755440189764,0.0,5760.0,1.0,False,False,complete,-1.0,91.9
signal,mahalanobis,15,0,2022,2.8595478900837885,0.2000766432868668,0.07534771151338424,0.7011438637532961,0.5771030291337064,5759.0,regen-v2,637c6b535a9e,f8f1aef,local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
guard,plain,15,0,2022,2.8595478900837885,,,,,,regen-v2,637c6b535a9e,f8f1aef,local,5760.0,-3.530856496910031,9.715015793397665,13.245872290307696,5.084047398258873,3.827802727147963,4.33402216490086,394672.5166067802,56.489415536209705,14.446740549669535,12.759342423826544,54.61805555555556,2614.0,5168.153573989868,75.78125,1395.0,1094161.3801269531,48.99305555555556,2938.0,5455.605079650879,6947.0,1738.135862978678,498.1634672483624,2835.409428398108,1363.242750385889,0.0,5760.0,1.0,False,False,complete,-1.0,101.2
guard,guarded,15,0,2022,2.8595478900837885,,,,,,regen-v2,637c6b535a9e,f8f1aef,local,5760.0,-0.9038226219516905,9.800036903342427,10.70385952529412,4.94712867274135,3.8307938698378767,1.9259369827148909,398126.49919828615,54.96809636379278,6.41978994238297,12.769312899459589,53.62847222222222,2671.0,7345.454705715179,71.94444444444444,1616.0,1532797.0098876953,49.010416666666664,2937.0,9301.226959228516,7224.0,1691.326042397337,221.37206706416828,2837.625088102775,1213.4560211737305,0.0,5760.0,1.0,False,False,complete,-1.0,91.7
signal,mahalanobis,15,0,2023,2.8595478900837885,0.09276887195388181,0.07513970233023001,0.6157459884880057,0.5852355858897679,5759.0,regen-v2,637c6b535a9e,f8f1aef,local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
guard,plain,15,0,2023,2.8595478900837885,,,,,,regen-v2,637c6b535a9e,f8f1aef,local,5760.0,-3.85572251414486,7.770403458111734,11.626125972256593,5.000866528289765,4.6693989759448105,1.9558604680220184,315672.6404857892,55.56518364766406,6.519534893406728,15.56466325314937,52.84722222222222,2716.0,3477.781071662903,82.23958333333333,1023.0,688240.7805175781,44.28819444444444,3209.0,5175.110599517822,6948.0,1709.6979582188712,224.8115480548309,3458.814055969118,1775.6474501669113,0.0,5760.0,1.0,False,False,complete,-1.0,93.2
guard,guarded,15,0,2023,2.8595478900837885,,,,,,regen-v2,637c6b535a9e,f8f1aef,local,5760.0,-2.9302499628604046,7.699818966130884,10.630068928991289,5.04166757708205,4.4984487810553535,1.089952570853884,312805.14549906715,56.018528634245,3.6331752361796132,14.994829270184512,49.75694444444444,2894.0,4434.527848243713,81.99652777777777,1037.0,762815.3717041016,45.989583333333336,3111.0,6581.264644622803,7042.0,1723.6470346383464,125.2819046713065,3332.1842824473815,1733.9961092966387,0.0,5760.0,1.0,False,False,complete,-1.0,91.7
signal,mahalanobis,15,1,2021,2.8595478900837885,0.1885738140275823,-0.005354488342213783,0.6743811901086887,0.5822081939888953,5759.0,regen-v2,637c6b535a9e,f8f1aef,local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
