steps,epi,revenue,cost_total,cost_heat,cost_co2,cost_elec,fruit_dm_growth,energy_heat_kwh_m2,energy_elec_kwh_m2,co2_kg_m2,t_in_in_corridor_pct,t_in_violation_steps,t_in_violation_area,co2_in_corridor_pct,co2_violation_steps,co2_violation_area,rh_in_corridor_pct,rh_violation_steps,rh_violation_area,violation_steps_total,boiler_sum,lamp_sum,co2_injection_sum,vent_sum,solver_failures,steps_expected,season_fraction,truncated,solver_aborted,stop_reason,block,condition,lam,seed,test_year,xi_uboil,rng_seed,nonzero,rollout_rmse,regen_id,config_hash,git_sha,image,xi_donor
5760,5.878543396501442,14.9659257645973,9.08738236809586,5.482812009819549,3.6009740847944625,0.0035962734818458554,607990.7341867653,60.920133442439436,0.01198757827281952,12.003246949314875,59.392361111111114,2339,2848.1983251571655,96.52777777777779,200,74144.63073730469,72.76041666666667,1569,2862.493579864502,4108,1874.4656440564713,0.4133647775783493,2667.38821097525,1490.9833030902541,0,5760,1.0,False,False,complete,lambda,lam=1e-06,1e-06,1,2020,0.03768169652831373,476854477.0,54.0,13.945697575092364,regen-v2,637c6b535a9e,86e95e8,local,
5760,5.876695263286397,14.964656182282228,9.087960918995833,5.482555037884357,3.60179970701501,0.003606174096465111,607939.1574052155,60.917278198715074,0.012020580321550369,12.005999023383367,59.392361111111114,2339,2848.388735771179,96.52777777777779,200,74159.81701660156,72.72569444444444,1571,2861.9754371643066,4110,1874.3777908518039,0.41450277488876097,2667.999782848581,1490.6352040938361,0,5760,1.0,False,False,complete,lambda,lam=0.001,0.001,1,2020,0.03768169844083889,3285011554.0,51.0,13.942289825892416,regen-v2,637c6b535a9e,86e95e8,local,
5760,6.704622160707395,15.590397021560683,8.885774860853289,5.503976331376858,3.3810463354339255,0.0007521940425038338,633359.8790009028,61.15529257085398,0.0025073134750127793,11.27015445144642,58.78472222222222,2374,2879.2390127182007,97.70833333333333,132,67405.22143554688,72.63888888888889,1576,2839.381206512451,4082,1881.7013098175362,0.08645908748234321,2504.4787674714516,1497.8168983080138,0,5760,1.0,False,False,complete,lambda,lam=0.01,0.01,1,2020,0.03782694555918662,1671972060.0,44.0,14.197810169013055,regen-v2,637c6b535a9e,86e95e8,local,
5760,3.77101701054739,13.18251674032605,9.411499729778662,5.546647760856495,3.848054697779265,0.01679727114289999,535539.7425757458,61.62941956507217,0.055990903809666634,12.82684899259755,63.142361111111114,2123,2258.4804635047913,95.85069444444444,239,80281.40270996094,69.72222222222221,1744,3155.338798522949,4106,1896.289833157064,1.9307208352181506,2850.4108864649434,1501.3822211449533,0,5760,1.0,False,False,complete,lambda,lam=0.02,0.02,1,2020,0.03872554174219547,87321045.0,37.0,10.611728544568471,regen-v2,637c6b535a9e,86e95e8,local,
5760,3.9424856833012276,13.470524013656089,9.52803833035486,5.495404570320016,4.015726434232847,0.016907325801998378,547240.0380547786,61.06005078133351,0.05635775267332793,13.385754780776157,64.44444444444444,2048,2145.488739490509,94.34027777777779,326,113538.21899414062,68.35069444444444,1823,3292.1731338500977,4197,1878.7707932136445,1.9433707908385074,2974.6121732732636,1521.9750966435079,0,5760,1.0,False,False,complete,lambda,lam=0.03,0.03,1,2020,0.03872554174219547,4183310868.0,35.0,12.424934141609878,regen-v2,637c6b535a9e,86e95e8,local,
5760,1.5025280873068758,14.424881147978878,12.922353060672004,5.275597945174328,3.7705296683736145,3.8762254471240603,586010.796636642,58.61775494638142,12.920751490413535,12.568432227912048,58.68055555555556,2380,3391.0278491973877,94.18402777777779,335,127198.14318847656,70.34722222222223,1708,3183.2911376953125,4423,1803.623230071412,445.5431547421048,2792.984938883369,1578.4087845449615,0,5760,1.0,False,False,complete,lambda,lam=0.04,0.04,1,2020,0.0,1323937025.0,33.0,11.97933585707747,regen-v2,637c6b535a9e,86e95e8,local,
5760,0.2844078691121101,10.378642490135725,10.094234621023617,5.217070077698111,4.869923658566879,0.007240884758625179,421632.3511617638,57.96744530775679,0.024136282528750597,16.2330788618896,62.82986111111111,2141,3212.4770426750183,71.92708333333333,1617,960169.53125,62.88194444444445,2138,3799.2314224243164,5896,1783.6137015002096,0.8322856038536272,3607.3508578626443,1509.3497687944657,0,5760,1.0,False,False,complete,lambda,lam=0.05,0.05,1,2020,0.0,710204761.0,30.0,11.995012867512044,regen-v2,637c6b535a9e,86e95e8,local,
5760,0.16848540110438814,9.539331594456993,9.370846193352602,4.2397473148848785,5.086529405831443,0.04456947263628244,387535.3460248153,47.10830349872087,0.14856490878760814,16.955098019438143,46.59722222222222,3076,6368.204503536224,59.739583333333336,2319,2242985.8552246094,52.15277777777778,2756,4756.771755218506,8151,1449.4862614066008,5.122927894980672,3767.7995593949227,1466.215238731766,0,5760,1.0,False,False,complete,lambda,lam=0.06,0.06,1,2020,0.0,1354018392.0,26.0,11.566290142077914,regen-v2,637c6b535a9e,86e95e8,local,
5760,1.9395054097446738,4.863443079409066,2.923937669664392,0.26368985587141425,2.361048255845983,0.29919955794699493,197577.37510099332,2.9298872874601583,0.9973318598233165,7.870160852819943,29.843750000000004,4041,19879.94009256363,96.85763888888889,181,86013.44189453125,29.40972222222222,4066,26378.491550445557,8288,90.15037786587388,34.39075380202051,1748.924633651222,1525.9764339972858,0,5760,1.0,False,False,complete,lambda,lam=0.07,0.07,1,2020,0.0,1559590881.0,24.0,13.51544269025257,regen-v2,637c6b535a9e,86e95e8,local,
5760,3.0139995991821245,5.6550372389256935,2.641037639743569,0.2587461336407565,2.088621893880834,0.2936696122219786,229735.88783135632,2.87495704045285,0.9788987074065955,6.96207297960278,32.795138888888886,3871,18334.252592086792,97.67361111111111,134,48156.04187011719,25.590277777777775,4286,31008.5467338562,8291,88.46021659800135,33.75512788527473,1547.1273281312826,1454.177845537641,0,5760,1.0,False,False,complete,lambda,lam=0.08,0.08,1,2020,0.0,2291271354.0,20.0,19.844702447196305,regen-v2,637c6b535a9e,86e95e8,local,
