steps,epi,revenue,cost_total,cost_heat,cost_co2,cost_elec,fruit_dm_growth,energy_heat_kwh_m2,energy_elec_kwh_m2,co2_kg_m2,t_in_in_corridor_pct,t_in_violation_steps,t_in_violation_area,co2_in_corridor_pct,co2_violation_steps,co2_violation_area,rh_in_corridor_pct,rh_violation_steps,rh_violation_area,violation_steps_total,boiler_sum,lamp_sum,co2_injection_sum,vent_sum,solver_failures,steps_expected,season_fraction,truncated,solver_aborted,stop_reason,method,seed,test_year,xi_uboil,rng_seed,horizon,max_solver_failures,objective,secs,regen_id,config_hash,git_sha,image
288,0.21127275979847648,0.6487772027747656,0.43750444297628904,0.3555912045350014,0.03579016516631936,0.04612307327496818,26356.57386272485,3.951013383722238,0.15374357758322726,0.11930055055439787,77.77777777777779,64,58.9391450881958,98.95833333333334,3,58.042572021484375,51.388888888888886,140,609.5719833374023,207,121.56964219066553,5.301502674398256,26.51123342861806,28.86378074311938,0,288,1.0,False,False,complete,nn_mpc,0,2020,,-1,8,100,priced,38.9,regen-v2,637c6b535a9e,56e40ca,local
