family,condition,seed,feature_variant,xi_uboil,xi_t_uboil,xi_uboil_baseline,xi_uboil_greybox,secs,epi,viol,t_in_in_corridor_pct,t_in_violation_steps,boiler_sum,solver_failures
main,baseline,7,physics_no_cross,0.055827272467756275,,0.055827272467756275,0.051667780803839804,72.9,8.40442130582949,3812,70.74652777777779,1685,1770.9688190288934,0
main,knockout,7,physics_no_cross,0.0,,0.055827272467756275,0.051667780803839804,84.5,8.494649775012066,4294,63.09027777777778,2126,1731.2130603118328,0
main,knockin,7,physics_no_cross,0.051667780803839804,,0.055827272467756275,0.051667780803839804,81.9,8.404838823671525,3844,70.27777777777777,1712,1768.956381931822,0
interaction,phys_baseline,7,physics,0.0700186764739166,0.0,0.0700186764739166,,85.8,6.406019696528187,3834,75.34722222222221,1420,1899.945562025268,0
interaction,phys_ko_uboil_alone,7,physics,0.0,0.0,0.0700186764739166,,88.2,-6.922883034786616,4961,74.6875,1458,1871.8868651886662,0
interaction,phys_ko_uboil_and_cross,7,physics,0.0,0.0,0.0700186764739166,,87.7,-6.922883034786616,4961,74.6875,1458,1871.8868651886662,0
